Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Venezuela, RB",VEN,2044,2044,2044,2044,2044,2044,2044,2044,2044,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Viet Nam,VNM,1821,1821,1821,1821,1821,1821,1821,1821,1821,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,West Bank and Gaza,PSE,402,402,402,402,402,402,402,402,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Yemen, Rep.",YEM,167,167,167,167,167,167,167,167,167,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zambia,ZMB,1020,1020,1020,1020,1020,1020,1020,1020,1020,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Zimbabwe,ZWE,657,657,657,657,657,657,657,657,657,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,High income,HIC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,North America,NAC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Small states,SST,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,World,WLD,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.2769881790166,58.2769881790166,58.7415482268525,58.7415482268525,58.7415482268525,58.4395075356853,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,42.857299270073,42.8576642335766,43.1277372262774,42.8569708029197,42.8496715328467,42.8467153284672,42.538503649635,41.471897810219,41.4452554744526,38.1240875912409,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,17.3952656461243,17.4059228102468,17.3655321884285,17.3550108093197,17.3565679895505,17.3469816184806,17.3352255074022,17.3306070351928,17.351348174024,17.359031632336,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,13.45,13.6,13.75,13.9,14.05,14.2,14.35,14.5,14.5,14.8,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,40,40.0212765957447,40.0425531914894,40.0425531914894,40.0723404255319,40.0002127659574,39.9517021276596,39.9068085106383,39.9068085106383,39.8740425531915,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,36.6359188256998,36.7281623486003,36.7562364642657,36.7089115264298,36.7193390551055,36.7819042271597,36.7883211678832,36.8308334001765,36.9471404507901,36.9479425683805,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,44.1959177327355,44.1239360687546,43.4324236577764,42.9825761047104,42.3613927774063,42.605848671205,43.0004859885482,43.1097420606645,43.4276443440799,42.4367915620695,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,58.9041095890411,59.4380831430972,59.3969093973882,58.6134209413894,58.5933621376878,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,47.1237724290889,46.2524798427461,47.2592374954823,47.2592374954823,47.2234443228177,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,32.8914202617547,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,32.1280901599612,31.5398121667475,31.5376684440136,31.4765838584586,31.4743456131847,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,57.7005431692535,57.7017529003303,57.7355751784202,57.7956013645932,57.8253926004791,57.8278123260822,57.8382498850519,57.8415003024803,57.8402903811252,57.8294010889292,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,10.9338521400778,10.694087403599,10.5519897304236,10.3974358974359,10.4113110539846,10.3846153846154,10.3184713375796,10.253164556962,10.253164556962,10.125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,69.900898824614,70.3867250518553,70.6323269570562,70.5794729968503,70.694476453868,72.1902127986479,72.4437274333564,72.3515402934624,72.3706433287272,72.311124788429,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,27.906976744186,25.5813953488372,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,42.4879171121282,42.242016376159,42.0354897826473,41.8448381185095,41.6444969947778,41.3223954869066,40.7971228692482,40.2759300320276,39.8738854130745,39.5796692333841,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,43.8894932911351,43.7807008868229,44.5323574984341,43.7477334915768,44.403633620831,44.4677641503247,44.7500918213419,44.7848757132551,44.5661441595068,44.3792221420607,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,7.01446733888645,7.45287154756686,7.45287154756686,7.54055238930294,7.54055238930294,7.62823323103902,7.89127575624726,7.97895659798334,7.97895659798334,7.97895659798334,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,35.4549663001064,36.122942532813,34.3804984036893,36.3017018446258,39.5602039730401,41.071385242994,39.3140173820504,41.002345689961,43.0623652004257,41.8300133025896,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,13.7891229635071,13.7891229635071,13.6063338926174,13.4490352348993,13.4504457262716,13.4504457262716,13.5422128998427,13.6339800734137,13.7257472469848,13.8175144205558,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,35.2829317825164,35.2820086771901,35.1546201421582,35.0226160804948,35.2631302501615,35.5444151204652,35.5645909720299,35.6827879627065,35.8307014677375,35.8307014677375,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,42.12890625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.7890625,44.19921875,21.81640625,21.73828125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.8842835212535,45.6330174862809,45.6330174862809,45.6330174862809,45.6330174862809,45.63372328975,45.63372328975,45.63372328975,45.63372328975,45.63372328975,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.0824920377022,28.168707391836,28.2549706035075,28.3411141713348,28.338218790305,28.3353473380441,28.3324758857832,28.3296044335223,28.3267329812614,28.3267329812614,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,45.8456153279293,46.1670965364775,46.2509211495947,46.3294030950626,46.3338246131172,46.3983050847458,46.4904200442152,46.4904200442152,46.2601326455416,46.0850221075903,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,48.686932748538,49.293038377193,49.8260445906433,50.3590508040936,51.1961505847953,51.6768903508772,52.1594579678363,52.6708998538012,53.3497394005848,53.4020054824561,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,74.5327102803738,75.5841121495327,76.6355140186916,77.6869158878505,78.7383177570093,79.7897196261682,80.8411214953271,81.892523364486,82.8079633956386,83.8865576323987,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cabo Verde,CPV,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cambodia,KHM,31.6826087695445,31.9960571040109,32.2909811919329,32.7703597326082,33.1881078631317,33.7162803081804,34.3013919102651,34.6999756401541,34.8115777249037,34.8648294810786,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cameroon,CMR,20.6257536333058,20.6257536333058,20.6257536333058,20.6701480823338,20.7145425313617,20.7589369803897,20.8033316409638,20.8477260899917,20.8921205390197,20.9365149880476,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Canada,CAN,6.45947450195693,6.46750520601544,6.47475514717938,6.45441069689781,6.45681990811536,6.43435624426279,6.37073522211031,6.48457678610033,6.49436207857817,6.47137801950231,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cayman Islands,CYM,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Central African Republic,CAF,7.87778098815371,7.89351183023532,7.89270923625156,7.89399338662557,8.30203216796687,8.81890269350541,8.96866673087418,9.00526501653344,9.04218433978619,9.09948955022633,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chad,TCD,39.8951715374841,39.8959656925032,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9756194409149,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Channel Islands,CHI,48.0808080808081,46.7676767676768,46.9191919191919,46.5656565656566,43.2828282828283,43.2828282828283,43.2828282828283,43.2828282828283,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chile,CHL,18.0003149864236,17.5651877090955,17.0258627541733,16.5754635041584,16.0160767248496,15.435346965027,14.9026289456383,14.5631870231053,14.3199327104591,14.4010249751882,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,China,CHN,55.8632629794963,55.7831305666223,55.7030573453299,55.6228503623161,55.54274989588,55.462649429444,55.4526368711394,55.4426243128349,55.4326117545304,55.4326117545304,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Colombia,COL,40.3785488958991,40.3644885083371,40.3504281207751,39.195132942767,39.7007661108607,39.9765660207301,39.8467278954484,38.7691151870212,37.6412798557909,36.4876070301938,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Comoros,COM,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Dem. Rep.",COD,14.2250942855252,14.3137557618932,14.4116803775832,14.6841490042125,14.8275512229549,14.9255199488322,14.9434286848548,14.9450533953817,15.3036258573918,15.480763018019,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Rep.",COG,31.1315256222548,31.1081434846266,31.1140761346999,31.1174758418741,31.1317628111274,31.20878477306,31.1645680819912,31.2521229868228,31.1897510980966,31.1900439238653,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Costa Rica,CRI,34.9588719153937,34.4533666274971,34.1310771641206,33.8087877007442,33.7196494320407,33.6305131218175,33.541374853114,33.342687034861,33.1439992166079,33.1439992166079,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cote d'Ivoire,CIV,72.5917201257862,76.9368119496855,75.4266364779874,77.7044808176101,81.3420738993711,81.5248,82.6258229559748,84.3928672955975,84.1568125786164,86.4758163522013,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Croatia,HRV,26.954828103781,27.4676577800014,27.6249017225359,26.7493388606962,26.5170466728611,26.8744192695304,26.8942101501072,26.3759828448892,25.8756254467477,26.554681915654,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cuba,CUB,60.3622380311479,59.9452449567723,59.8490965013456,60.6936416184971,60.6936416184971,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cyprus,CYP,11.7943722943723,13.7099567099567,11.8387445887446,13.1406926406926,14.3340800865801,13.5636796536797,13.8147186147186,13.160854978355,13.3160497835498,13.9606385281385,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Czechia,CZE,45.5322455322455,45.2532055433234,45.17549540215,45.6029011786038,45.628804558995,45.6399997409511,45.6468665918898,45.730560511424,45.7476202749375,45.8019594048309,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Denmark,DNK,66.315775,65.847475,65.6275,65.7825,65.8125,65.649125,65.499675,65.45,65.6,65.525,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Djibouti,DJI,73.4598792062122,73.4598792062122,73.4598792062122,73.4598792062122,73.4598792062122,73.4598792062122,73.5030198446937,73.5030198446937,73.5030198446937,73.5073339085419,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Dominica,DMA,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,..
